Review,Date,Rate
Everything  in the process was super easy and everyone I spoke to was helpful and pleasant.,20 octobre 2023,5
The wrecker driver acted like he had a hard time understanding on the phone. Yet when I got to the repair place where my car was he spoke perfect English. It was all in fun and I would definitely deal with this driver again.,28 octobre 2023,5
Everything you said would happen an it didI like honest people an I got a good price for my truckThey came when they said they would loaded my truck after looking & taking pictures of it then gave me  check for the amount we agreed to over the phoneVery easy people to work with,28 octobre 2023,4
Pick up as promised- good price for vehicle,21 octobre 2023,5
"Friendly, fast, reliable & fair",21 octobre 2023,5
Everyone was very helpful and professional.  Thank you for taking care of this problem for me.,28 octobre 2023,4
Received quote online without jumping through a lot of hoops. Vehicle was picked up in little more than an hour after quote.,05 octobre 2023,5
The process was quick and easy. Got the car removed the next day or the same day... and for a reasonable price. Carbrain.com gave a better offer than the other 3 website I have visited.,27 octobre 2023,5
Great customer service. The pick up process was easy and fast.,26 octobre 2023,5
"My experience with CarBrain was great! Midie the Associate Buyer used texting to walk me through the process, Renee in the Management Department contacted me with information to assist me with the vehicle tow and answered all my questions, Tow Truck Driver Mark is very skilled and was kind to me, and Edwardo in the Administrative Department processed the Bill of Sale correctly. I highly recommend CarBrain. Thank you🙏🏽",27 octobre 2023,5
Very easy streamlined process. The agent was friendly and knowledgeable. It was easy without stress.,26 octobre 2023,5
"I get kind of weary about giving my info out to websites and trusting them with information. I didn't want to get scammed. This did not happen to me at all, though! Carlos, the representative I was working with, got back to me very quickly and answered all my questions over a real phone conversation which was simple and fast. It was super easy to sell my car because this company basically does all of the work and I got paid for the car with a check from a local company that came to tow my car. Awesome!!",27 octobre 2023,5
I try 3 web sites and Peddle never show up after a call from corporate and a promise I made another appointment. and again no show . Tried Wheely change $ that was offeredTHIS WAS THE FIRST ONE THAT DID WHAT THEY ADVERTISED,25 octobre 2023,5
Easy to set up. Prompt pickup and payment,25 octobre 2023,5
Everything you guys do is great good customer service good tow truck driver all was good thank you,27 octobre 2023,5
Very smooth transfer of vehicle.  Employees were very friendly and knowledgeable.  Edison followed up and stayed on top things. The driver that picked up the vehicle was very punctual and courteous.,18 octobre 2023,5
"Selling my car with CarBrain was easy and very quick. Our representative, Kevin, was very professional and quick to respond to any questions or concerns. Pick up was smooth and friendly.  The whole experience was better than I could have expected. Thank you!",19 octobre 2023,5
"The service was prompt, and very friendly. They were on time with the scheduled pick-up and relieved me of the burdon of the vehicle in my yard.",26 octobre 2023,5
"Victor made contact with me after my quote and he remained my transaction contact person.  He worked with me when I discovered I did not have my title.  I was able to text him and got timely responses, didn't have to wait for someone to return my email, like another online car place. I was very happy with the process.  Victor was responsive and professional.",26 octobre 2023,5
I received a response quickly. I was given an option for an estimate on 2 vehicles. Appointment for pic up was very fast. Excellent tow service agent . Documents were exchanged and payment was immediately received.,26 octobre 2023,5
Schedule was accurate as promised.Price was higher than I expected.The staff was helpful and proactive.Tow truck driver was respectful and helpful.,26 octobre 2023,5
"I was very skeptical about the whole process but carbrain.com did exactly what they said they would do. They gave me a fair price for my car. They scheduled the tow truck to pick it up. The tow truck came with a check. They took the keys, the title and the car and left. Easy peazy. No hassles no BS.",25 octobre 2023,5
